,baseline_sentimentr_roll100_stdscale,baseline_syuzhet_roll100_stdscale,baseline_bing_roll100_stdscale,baseline_sentiword_roll100_stdscale,baseline_senticnet_roll100_stdscale,baseline_nrc_roll100_stdscale,baseline_afinn_roll100_stdscale,baseline_vader_roll100_stdscale,baseline_textblob_roll100_stdscale,baseline_pattern_roll100_stdscale,baseline_stanza_roll100_stdscale,sentimentr_jockers_rinker_roll100_stdscale,sentimentr_jockers_roll100_stdscale,sentimentr_huliu_roll100_stdscale,sentimentr_senticnet_roll100_stdscale,sentimentr_sentiword_roll100_stdscale,sentimentr_nrc_roll100_stdscale,sentimentr_lmcd_roll100_stdscale,syuzhetr_syuzhet_roll100_stdscale,syuzhetr_bing_roll100_stdscale,syuzhetr_afinn_roll100_stdscale,syuzhetr_nrc_roll100_stdscale
3064,-0.7815375478673285,-0.7344940025105549,-1.1258514014065248,0.24242414778698482,-1.1347502070360935,0.024198876416912832,-0.3947981073337191,-0.878513563244954,0.15266256912085455,0.2657902410761327,-0.32722106894761877,-0.3362111468593812,-0.34643542861966725,-0.5704440588520371,-0.6318814666638319,1.0310946995710035,0.808233823059027,-0.4465663309806372,-0.22736734124651437,-0.6008679662567876,-0.5549246359286962,0.5036100086647313
3065,-0.7815375478673285,-0.7344940025105549,-1.1258514014065248,0.2530592828181497,-1.0158827963069166,0.024198876416912832,-0.3947981073337191,-0.878513563244954,0.14491878077547335,0.25789808319859964,-0.28115099959002376,-0.35384261591129723,-0.34943061529809694,-0.6090283873738546,-0.6180004998396057,1.018637246031102,0.7894491807966895,-0.5418622470739947,-0.23173689797237362,-0.6396129151649113,-0.5825814474958255,0.45419069619912045
3066,-0.7996234993627455,-0.7529388620459881,-1.1085201827104827,0.2849646879116448,-0.9925889545903394,0.028174706361855234,-0.3909164717935256,-0.896738266807557,0.11079771337863774,0.2300835970785644,-0.26371789424462805,-0.35766925496795976,-0.3534934843505338,-0.5918682805813773,-0.6313263235496289,1.0469218569706997,0.7384877389759409,-0.5418622470739947,-0.2361064546982329,-0.6202404407108494,-0.5825814474958255,0.40477138373350935
3067,-0.8368001774366581,-0.7908532955354896,-1.1858477546891788,0.22144929814218747,-1.0394268852039767,-0.08748926065447163,-0.3881778164811265,-0.8467508594626084,0.10609612759751352,0.23066804231814234,-0.2164977831289679,-0.35766925496795976,-0.3534934843505338,-0.6120916637775399,-0.6422496953018267,1.0257784396033645,0.7084584163547742,-0.5418622470739947,-0.2361064546982329,-0.6396129151649113,-0.6194571962519979,0.38006172750070394
3068,-0.8167046757750837,-0.7908532955354896,-1.1550458387587164,0.19486146056427484,-1.0431805929112141,-0.08748926065447163,-0.3881778164811265,-0.8467508594626084,0.09448044507944159,0.22422572082924777,-0.2184133500811903,-0.3622070901998592,-0.3583114538678422,-0.6120916637775399,-0.6018629414657746,1.029147565980845,0.6681698547752656,-0.5418622470739947,-0.23938362224262733,-0.6396129151649113,-0.6102382590629548,0.35535207126789853
3069,-0.8518718036828391,-0.8267183001877207,-1.2527557569001226,0.17279355537460778,-1.06228279435471,-0.16118885307588482,-0.4020089347079001,-0.8608846791112599,0.07124908004329825,0.21100257902732564,-0.176572608307632,-0.3880289922560817,-0.3857274199900249,-0.6392241778712908,-0.69020943725228,1.0352495379157236,0.5875927443566092,-0.5418622470739947,-0.2612314058719238,-0.658985389618973,-0.6471140078191272,0.3306424150350931
3070,-0.7473751950426518,-0.7201480006496624,-1.1226997713894653,0.32434422956870884,-0.9492544845034573,-0.058431393667485745,-0.34760531094527436,-0.7743741550210345,0.14868696349711,0.31005044899157114,-0.17181705407677342,-0.3740931632135805,-0.37093129009681,-0.6245270203742636,-0.6863932077063337,1.0490430913472142,0.6312918239878086,-0.5418622470739947,-0.25358468160167,-0.658985389618973,-0.6655518821972134,0.38006172750070394
3071,-0.7403417694611008,-0.7129749997192164,-1.1226997713894653,0.3259901433235319,-0.9514650012643859,-0.008265956992956654,-0.3176673136946505,-0.7407318559268733,0.14384709578124666,0.30750184523854845,-0.10355413835940519,-0.328136710965698,-0.32213780713880136,-0.5970488588294451,-0.7199128512677186,1.0546781941595207,0.6766786319088671,-0.4958642934947316,-0.1825793848064567,-0.6008679662567876,-0.5918003846848686,0.42948103996631476
3072,-0.7353178940457072,-0.7078514276260405,-1.1013945899551005,0.4592458530890222,-0.8850452287779949,0.06519042090158893,-0.29800388477442924,-0.7108733173297003,0.15739872538566355,0.3278744990241464,0.0026792618394135157,-0.3048252563294038,-0.29738726594412457,-0.6234807086027525,-0.826726061146584,1.086040453188592,0.7144457997121313,-0.5360883230148096,-0.16728593626594918,-0.658985389618973,-0.6471140078191272,0.45419069619912045
3073,-0.7232605930487624,-0.6955548546024184,-1.0770573859342074,0.4379755830266922,-0.8674445104173939,0.06519042090158893,-0.29800388477442924,-0.7108733173297003,0.1457830428675916,0.3220538033081129,-0.007463919601319939,-0.3176601959559532,-0.3110145451900756,-0.6234807086027525,-0.8386633770254167,1.086040453188592,0.6859574873898219,-0.5360883230148096,-0.1803946064435271,-0.658985389618973,-0.6563329450081703,0.42948103996631476
3074,-0.689098240224086,-0.6607145643688224,-0.9931131177597572,0.5210942276452616,-0.9099448232360012,-0.006117019582200651,-0.25596184920685994,-0.7502711092577538,0.15159088412662758,0.33620842610857166,-0.1359269615644856,-0.3176601959559532,-0.3110145451900756,-0.6234807086027525,-0.8806167307035279,1.097054035466493,0.6859574873898219,-0.5360883230148096,-0.1803946064435271,-0.658985389618973,-0.6563329450081703,0.42948103996631476
3075,-0.6639788631471177,-0.6350967039029429,-0.9931131177597572,0.5503408489809654,-0.8783302627683814,0.0873561133186871,-0.2622172607715967,-0.7626973227080893,0.13707128097903806,0.32352639068619343,-0.07015559557384059,-0.3196006559217939,-0.3130747956150484,-0.6495859929637454,-0.9806395059643258,1.1112250428204165,0.6859574873898219,-0.5360883230148096,-0.20224239007282346,-0.6783578640730348,-0.6563329450081703,0.38006172750070394
3076,-0.608716233577788,-0.5992316992507118,-0.938545474391319,0.6274455779569118,-0.8532638368567199,0.11468444026083559,-0.2248822617937897,-0.7202651514204382,0.13707128097903806,0.32352639068619343,-0.049393234183807345,-0.34844726550744975,-0.3437021936052595,-0.6922451175442377,-0.9910807545311899,1.1168094538299633,0.6593920012288512,-0.6190122792529302,-0.23173689797237362,-0.7171028129811583,-0.6747708193862566,0.35535207126789853
3077,-0.5966589325808432,-0.5869351262270898,-0.9569494686095915,0.6154810510468508,-0.8925943520558829,0.16987010132462807,-0.2142847802801759,-0.7038279061445619,0.11093599531337633,0.31296034137453477,-0.07188941497715208,-0.3377514840797582,-0.33234612925982915,-0.6538739518689963,-0.8941039354416781,1.1124934877884114,0.7163686258734704,-0.6190122792529302,-0.2262749520650495,-0.6977303385270965,-0.6747708193862566,0.38006172750070394
3078,-0.5725443305869539,-0.5623419801798456,-0.9318102626325369,0.6092772222786714,-0.8326184444669157,0.26693376084885523,-0.20165459563070534,-0.6703207413538645,0.020914455798320287,0.252464936064683,-0.011933285866277434,-0.36847119713057935,-0.364962263053952,-0.6842090223732138,-0.9488540945799521,1.1090931115127372,0.597768139002796,-0.6190122792529302,-0.24812273569434593,-0.7171028129811583,-0.6839897565752997,0.3059327588022877
3079,-0.5675204551715602,-0.5572184080866697,-0.9136830819489179,0.6305474923410013,-0.7998986256188317,0.26693376084885523,-0.18724517667436377,-0.6335027861283029,0.020914455798320287,0.252464936064683,-0.04434431547171454,-0.33242648623406884,-0.3266924032012201,-0.6437622645609415,-0.8843190253995251,1.133114163775037,0.7127332022386644,-0.4835980155064102,-0.2186282277947958,-0.6783578640730348,-0.6563329450081703,0.38006172750070394
3080,-0.597663707663922,-0.5879598406457249,-0.9521582622449375,0.6052890466419845,-0.8824801951780494,0.16584910086442997,-0.20277960803248818,-0.6106282340328755,-0.00812475049685902,0.23135353886113602,-0.025692158721890134,-0.3331253166251942,-0.32743437450474877,-0.6313057859405492,-0.860194056333058,1.147283526486348,0.7904414382900219,-0.4835980155064102,-0.2732476868680368,-0.7364752874352203,-0.7024276309533859,0.3306424150350931
3081,-0.6197687594916539,-0.6105035578556988,-0.9521582622449375,0.5627485065173244,-0.8893411387096106,0.1418703165910138,-0.23235318371845706,-0.6680910253467109,0.04801771500715436,0.2691357901676511,-0.034554217180201095,-0.3331253166251942,-0.32743437450474877,-0.6313057859405492,-0.8903318556861008,1.16451716907813,0.7904414382900219,-0.4835980155064102,-0.2732476868680368,-0.7364752874352203,-0.7024276309533859,0.3306424150350931
3082,-0.6197687594916539,-0.6105035578556988,-0.9521582622449375,0.5906657359741325,-0.8877145320364744,0.1173166355053476,-0.23235318371845706,-0.6680910253467109,0.05124429348439678,0.27242049919469263,-0.061483166263659815,-0.3514439543857103,-0.346883877146086,-0.6462417455514934,-0.904184002109549,1.1789246858333795,0.7460851981261839,-0.4835980155064102,-0.28417157868268494,-0.755847761889282,-0.7024276309533859,0.3059327588022877
3083,-0.5424010780945923,-0.5316005476207903,-0.8550258269735431,0.604463760163566,-0.8698218586319776,0.19256965114378605,-0.1887644493428736,-0.5775264721525698,0.08609134103861206,0.30727576170074006,-0.022103544446939377,-0.39349164790277424,-0.3915273018817924,-0.693582459578917,-0.9439246269420025,1.1678971055192744,0.6473987864721985,-0.5577674685847355,-0.3049269731305166,-0.7364752874352203,-0.6839897565752997,0.3306424150350931
3084,-0.5122578256022304,-0.5008591150617351,-0.8306886229526499,0.5929423638798039,-0.9126558343578947,0.16872096876848725,-0.14740942204104168,-0.5007394754434028,0.11513054733379137,0.3357760077823162,-0.06202356029174301,-0.4280213254305686,-0.4281886007764562,-0.7364827265601105,-1.011788575961958,1.1116176953343901,0.6473987864721985,-0.5577674685847355,-0.3027421947675869,-0.7171028129811583,-0.6747708193862566,0.3306424150350931
3085,-0.52833422693149,-0.5172545457598978,-0.8637584186888737,0.7204162740450175,-0.7676793011317126,0.1215423244590456,-0.14740942204104168,-0.5078278839069158,0.11029067961792802,0.35761944101011456,-0.06075890408275452,-0.3683699251279447,-0.36485473922447936,-0.7364827265601105,-0.9036761769894368,1.067748018725456,0.7798004344306408,-0.25924132954003787,-0.28963352459000913,-0.7171028129811583,-0.6747708193862566,0.35535207126789853
3086,-0.5534536040084581,-0.5428724062257771,-0.9170301499843205,0.7100765594313849,-0.8116393891698012,0.1698127720167309,-0.14038823621711335,-0.46157509731224117,0.07544363206371274,0.3462001973696089,-0.0320749439486107,-0.4202684973021845,-0.4199571671331834,-0.755668309397731,-0.9718313239184215,1.0456115158296881,0.7228238097860213,-0.3678142949865314,-0.3366062593929963,-0.7364752874352203,-0.7208655053314722,0.3059327588022877
3087,-0.5534536040084581,-0.5428724062257771,-0.9170301499843205,0.7047589919158026,-0.8124526925063694,0.1698127720167309,-0.14038823621711335,-0.46157509731224117,0.07544363206371274,0.3462001973696089,-0.0332077286924367,-0.45044855858003985,-0.4520003348191864,-0.7880978653165577,-0.9000320044876585,0.9883217581231127,0.682535248206513,-0.4221007633469259,-0.34534537284471495,-0.7364752874352203,-0.711646568142429,0.28122310256948224
3088,-0.5564679292576944,-0.5459465494816828,-0.9170301499843205,0.6697516724382176,-0.7999820413456592,0.1955021368688303,-0.15283323587638237,-0.4862616775677522,0.06640921232743462,0.33849647415016765,-0.020385878988165733,-0.49187314132631216,-0.49598218227273927,-0.7880978653165577,-0.924742896433932,0.9355547338317065,0.6457569999221411,-0.4221007633469259,-0.37811704828865955,-0.7364752874352203,-0.7393033797095584,0.2565134463366766
3089,-0.5665156800884816,-0.5561936936680345,-0.9507123681188998,0.6697516724382176,-0.8137247823404886,0.16683067205147373,-0.15283323587638237,-0.4862616775677522,0.06640921232743462,0.33849647415016765,-0.019128197994266953,-0.5295978328680763,-0.5360357330540447,-0.8309981322977512,-0.9584755509427998,0.9477407554871983,0.6457569999221411,-0.4221007633469259,-0.3945028860106318,-0.755847761889282,-0.7669601912766877,0.2565134463366766
3090,-0.5916350571654496,-0.5613172657612104,-1.008293035859435,0.6697516724382176,-0.8134953890917133,0.16683067205147373,-0.15283323587638237,-0.4862616775677522,-0.003284882780995939,0.293670776690605,-0.019128197994266953,-0.5518196041999976,-0.5889505507658719,-0.8430488687730885,-0.9628325385226224,0.9414486466562132,0.598440486045098,-0.4754430465255746,-0.44147562081361913,-0.7752202363433439,-0.7761791284657308,0.20709413387106576
3091,-0.6147448840762603,-0.5848856973898194,-0.9902947285358501,0.6750692399538003,-0.8411477025350271,0.11556056037968818,-0.174254915834141,-0.5361753752926295,-0.038131930335211214,0.270433935019907,-0.0545401612222517,-0.5518196041999976,-0.5889505507658719,-0.8430488687730885,-0.9726696572811157,0.9328318270488669,0.598440486045098,-0.4754430465255746,-0.44147562081361913,-0.7752202363433439,-0.7669601912766877,0.20709413387106576
3092,-0.5946493824146858,-0.5848856973898194,-0.971243282003392,0.7096334288050867,-0.8603541736370576,0.11556056037968818,-0.174254915834141,-0.5361753752926295,-0.022644353644449087,0.27642927541088974,-0.03241557291523063,-0.5411238227723061,-0.5775944864204415,-0.8430488687730885,-1.024452347625084,0.9961522561985543,0.598440486045098,-0.4754430465255746,-0.436013674906295,-0.7752202363433439,-0.7669601912766877,0.20709413387106576
3093,-0.586611181750056,-0.576687982040738,-0.971243282003392,0.6657634968015311,-0.8453393428081089,0.020504631027469942,-0.1676203293166915,-0.5376495676940533,-0.03894933021611268,0.26130383527783746,-0.0735185248052935,-0.6111369389129749,-0.5994783058089749,-0.9117875547144917,-1.065894764371337,0.9969826656345948,0.5960219630353131,-0.4754430465255746,-0.47643207462049336,-0.7945927107974057,-0.8038359400328601,0.20709413387106576
3094,-0.5916350571654496,-0.5818115541339139,-0.9876739115658885,0.708304036926191,-0.87440972360749,-0.002995654116537738,-0.1995122347713778,-0.589000603010319,-0.07024714144536151,0.20553059987382538,-0.11996132723565514,-0.6411562775238114,-0.6313508289319065,-0.8814524842102744,-1.0679645446853343,1.0434084849670704,0.5682202159975731,-0.4754430465255746,-0.509203750064438,-0.7752202363433439,-0.8038359400328601,0.18238447763826035
3095,-0.5825920814177411,-0.5725891243661972,-1.0043956363334614,0.6381627892206504,-0.8838982625341176,0.022125034068094802,-0.19609774640720845,-0.5743201036794726,-0.028817873797572228,0.18684562313653066,-0.159757760812532,-0.6488646114065643,-0.6395350215652721,-0.9096494139882024,-1.0490894399055146,1.065527727558124,0.5263511235210755,-0.4754430465255746,-0.5310515336937344,-0.7945927107974057,-0.8314927515999893,0.1576748214054549
3096,-0.5675204551715602,-0.5572184080866697,-0.9651427069097834,0.6190701896647018,-0.9177650476260797,0.022125034068094802,-0.1885156680423948,-0.563392652503918,-0.0481773446610251,0.17998084523133537,-0.15192489164149203,-0.661801014367701,-0.6532700277841486,-0.9241523554643452,-1.0124692906768609,1.0544035118264135,0.5048159775804286,-0.4754430465255746,-0.5485297605971715,-0.8139651852514674,-0.8130548772219032,0.1329651651726495
3097,-0.5675204551715602,-0.5572184080866697,-0.9651427069097834,0.6164114059069105,-0.9307361931477547,0.022125034068094802,-0.1885156680423948,-0.563392652503918,-0.06995674938240964,0.16854607698043247,-0.14373555788215692,-0.745944827519091,-0.7426082928634199,-1.0645560146183122,-1.0138744761785143,0.9536650992656817,0.37741237302855674,-0.8018808323462804,-0.5845786035855105,-0.8720826086136529,-0.8407116887890326,0.08354585270703865
3098,-0.5524488289253794,-0.5418476918071421,-0.9268432613006247,0.6164114059069105,-0.9253350248356749,0.023854095635130506,-0.14603095242817246,-0.538706072248407,-0.011878336792051034,0.22925645463610983,-0.13910077287190403,-0.7557086979707159,-0.7529749165513377,-1.0295280924890755,-1.022236418791137,0.9284151072289969,0.37741237302855674,-0.9191530326970802,-0.5900405494928347,-0.852710134159591,-0.8314927515999893,0.08354585270703865
3099,-0.5424010780945921,-0.5316005476207903,-0.8931610431660454,0.6429992434848228,-0.9101116546896577,0.023854095635130506,-0.11176943361476085,-0.5116546416822786,0.027614983769392747,0.2559742630491123,-0.16122946910611125,-0.7812196282039986,-0.7800607136199742,-1.0581282676165202,-0.9885656242289103,0.888652342998368,0.37741237302855674,-0.9191530326970802,-0.6075187763962718,-0.8720826086136529,-0.8314927515999893,0.08354585270703865
3100,-0.5424010780945921,-0.5316005476207903,-0.8931610431660454,0.674904648578318,-0.8842319254414281,0.023854095635130506,-0.11176943361476085,-0.5116546416822786,0.027614983769392747,0.2559742630491123,-0.16454329635321702,-0.7722901563986789,-0.7459452389450852,-1.078937951601408,-0.9822932370581726,0.8271326117701159,0.3606565185054639,-0.9191530326970802,-0.5867633819484402,-0.8914550830677148,-0.8038359400328601,0.058836196474232993
3101,-0.5313485521807262,-0.5203286890158034,-0.8931610431660454,0.6385679372218374,-0.901186171919116,0.023777592240098715,-0.13488000797998265,-0.5206963550776785,-0.00578010347006347,0.20038091707977124,-0.16308266573690924,-0.7903693230870291,-0.7651404872411209,-1.1113675075202345,-1.0247317729402206,0.8026141750040279,0.3606565185054639,-1.0277259981435733,-0.5976872737630884,-0.9108275575217766,-0.8130548772219032,0.058836196474232993
3102,-0.49216232394065595,-0.4803648266890316,-0.8985958971381414,0.670916472941631,-0.8575388928566303,-0.11682025275187446,-0.11700983185868566,-0.5082701416273431,-0.016535365060870527,0.17357322044559373,-0.22975863783618417,-0.7712361278037166,-0.7448261419789367,-1.0684672405390412,-1.0140998246649549,0.8060609018338395,0.3606565185054639,-1.0277259981435733,-0.5889481603113699,-0.8914550830677148,-0.8130548772219032,0.058836196474232993
3103,-0.4539808707836645,-0.44142567878089484,-0.8644919581012,0.7081394455507083,-0.8149968721746094,-0.04540303120223721,-0.09030379283539049,-0.48780343712090796,-0.002983735456453629,0.17829991251700664,-0.17906857246667343,-0.7712361278037166,-0.7448261419789367,-1.0684672405390412,-1.0091903741277344,0.847160368766542,0.3606565185054639,-1.0277259981435733,-0.5889481603113699,-0.8914550830677148,-0.8130548772219032,0.058836196474232993
3104,-0.4429283448697985,-0.430153820175908,-0.8704705983510543,0.6992768330247372,-0.8011081536578317,-0.0727313581443857,-0.10274879249465955,-0.4972075561483245,-0.012421477502386842,0.1704389275971826,-0.19900135345968617,-0.7928213951281479,-0.7677439331012319,-1.0853109407024255,-1.0660648087346298,0.8269996709512522,0.3606565185054639,-1.0277259981435733,-0.642475230203146,-0.9302000319758383,-0.8499306259780757,0.009416884008622157
3105,-0.43087104387285385,-0.4178572471522859,-0.8503552148113394,0.7099119680559025,-0.7754786715900847,-0.0727313581443857,-0.10274879249465955,-0.4972075561483245,-0.012421477502386842,0.1704389275971826,-0.2226080556065026,-0.8297834757723097,-0.8069877947090771,-1.1957070128302028,-1.0811696967446849,0.7889913891715029,0.25370808501917375,-1.0840617295384558,-0.6785240731914851,-1.0076899297920854,-0.8683685003561619,-0.015292772224183264
3106,-0.42283284320822406,-0.40965953180320447,-0.8503552148113394,0.700694851028893,-0.7825064465753011,-0.045966110353382765,-0.10274879249465955,-0.4972075561483245,-0.035652842538530176,0.15549702844399524,-0.2176262705535975,-0.9164059848060553,-0.8989577730598919,-1.3101030801111468,-1.1007012215510004,0.6801955279859885,0.08384350906513689,-1.192634694984949,-0.722219640450078,-1.065807353154271,-0.8960253119232912,-0.08942174092259952
3107,-0.4499617704513496,-0.4373268211063542,-0.8834988194209055,0.6874009322399367,-0.7497449198638034,-0.09310809722067155,-0.10919446330879976,-0.501949541706238,-0.049204472142947354,0.1432920574521436,-0.2709699083814405,-0.8808179163147741,-0.86117274552836,-1.2422602032246315,-1.0395733760438712,0.6507529130381013,0.21661743800029584,-1.2442275827585554,-0.7691923752530653,-1.1239247765164564,-0.9421199978685066,-0.08942174092259952
3108,-0.47709069769447515,-0.4649941104095039,-0.9071533704743175,0.7025939822844579,-0.726305100625278,-0.09310809722067155,-0.1499669510670463,-0.536187660229308,-0.07243583717909069,0.13109497131784728,-0.2703983687374277,-0.871249634951933,-0.8510137852348847,-1.268130033760325,-1.015492884866541,0.6590680335959038,0.21113619094274202,-1.157616337637314,-0.7615456509828115,-1.1432972509705182,-0.9513389350575497,-0.08942174092259952
3109,-0.5122578256022304,-0.5008591150617351,-0.8846072753842629,0.7469070449143121,-0.7457409649760838,-0.14421072364376172,-0.1417422892235794,-0.5753090410820946,-0.06662799592005471,0.13557336557211566,-0.26164121440499444,-0.8348839742711424,-0.8124031623975523,-1.2297588680850835,-1.051716912251013,0.6661474720200254,0.26811281558736094,-1.157616337637314,-0.7429750348979096,-1.1239247765164564,-0.9513389350575497,-0.0647120846897941
3110,-0.5373772026791985,-0.5264769755276144,-0.9154091913147253,0.6941365177596742,-0.7942263561945642,-0.19710423522654694,-0.1637642234430748,-0.5658005000929105,-0.09276328158571617,0.1070729793473272,-0.2909961436079306,-0.8359819412924133,-0.796149505442841,-1.2150441966312817,-1.002616788187418,0.6206019434248576,0.30811443876869765,-1.159132509047389,-0.715665305361289,-1.0851798276083329,-0.9236821234904204,-0.04000242845698868
3111,-0.5293390020145687,-0.518279260178533,-0.9154091913147253,0.6972384321437641,-0.7919949855019286,-0.22540315312560932,-0.1637642234430748,-0.5658005000929105,-0.13309551255124286,0.07064752200762722,-0.26990220010078364,-0.8757813886977117,-0.8384058930385144,-1.2864345566548456,-0.9960049828419504,0.5861346751267413,0.2727790363058757,-1.2388032792490384,-0.7484369808052337,-1.1432972509705182,-0.9513389350575497,-0.0647120846897941
3112,-0.49618142427297085,-0.48446368436357223,-0.8796589179722102,0.7052147834171377,-0.825590669481701,-0.20317444857538147,-0.1212874305998981,-0.518399071918793,-0.07501709996088424,0.10903572995469218,-0.23592116932358642,-0.8944162407766751,-0.8343433998014651,-1.3292856170298117,-1.0017309645787804,0.6283875684228419,0.2442907239835659,-1.3672685365417263,-0.7375130889905855,-1.1239247765164564,-0.960557872246593,-0.08942174092259952
3113,-0.5122578256022304,-0.5008591150617351,-0.9230109131424293,0.6573566757768955,-0.8504277021445871,-0.22886381342748136,-0.1394219718541067,-0.5405856675602226,-0.09897444515440725,0.08860710677456653,-0.25487620653398346,-0.8794282618180899,-0.8369956051687916,-1.316590055221533,-0.9675827422219191,0.6928502136871508,0.26203321750102926,-1.3672685365417263,-0.7320511430832614,-1.1045523020623946,-0.9236821234904204,-0.08942174092259952
3114,-0.49216232394065595,-0.5008591150617351,-0.9013349155573199,0.6281100544411917,-0.7918073001165666,-0.20518003172938262,-0.13035470122700243,-0.5024655090467366,-0.1412426232062797,0.06695006308607317,-0.2090911391296884,-0.8794282618180899,-0.8369956051687916,-1.316590055221533,-0.9909426874940018,0.7080940075715418,0.26203321750102926,-1.3672685365417263,-0.7320511430832614,-1.1045523020623946,-0.9421199978685066,-0.08942174092259952
3115,-0.451971320617507,-0.45987053831632807,-0.854594747633871,0.6010790862369807,-0.8030058614431576,-0.20518003172938262,-0.1064410594486018,-0.4648490329370701,-0.1256340498226211,0.08430533296914355,-0.28989837380004235,-0.8659988882538394,-0.822737195781366,-1.2894979403091984,-0.9512137932177864,0.7083640781511527,0.2604781928056713,-1.3129820681813313,-0.7069261919095705,-1.0851798276083329,-0.9236821234904204,-0.08942174092259952
3116,-0.4368996943713262,-0.4444998220368004,-0.8258044137636037,0.5904439512058156,-0.8030058614431576,-0.17749444850265111,-0.0795228898588093,-0.4480678094341948,-0.1256340498226211,0.08430533296914355,-0.2908341286301396,-0.8528465767505279,-0.7981833644861666,-1.3324824788588387,-0.9548224285218362,0.7347662123251281,0.28711344518049503,-1.3129820681813313,-0.7265891971759373,-1.1045523020623946,-0.9329010606794635,-0.11413139715540518
3117,-0.4268519435405389,-0.4342526778504487,-0.8258044137636037,0.6117142212681457,-0.7901389855800172,-0.15072920071164816,-0.09060641706772175,-0.46731830520945516,-0.1256340498226211,0.08430533296914355,-0.2973746284640081,-0.8478933081894006,-0.7929243156844838,-1.3021474083546216,-0.9440062117764081,0.7813511955768591,0.350815247456431,-1.3847963294720707,-0.7265891971759373,-1.0851798276083329,-0.9144631863013774,-0.0647120846897941
3118,-0.40173256646357086,-0.4086348173845693,-0.7844841018723708,0.5891145593269201,-0.7897219069458795,-0.09771760328560268,-0.0820919736575816,-0.4594559457351943,-0.1256340498226211,0.08430533296914355,-0.3163882722177944,-0.9133098559286087,-0.8441364042750628,-1.332967869639571,-1.0385208956917134,0.6899988630989484,0.3279328848398104,-1.4879821050192825,-0.7790238778862487,-1.1239247765164564,-0.9513389350575497,-0.08942174092259952
3119,-0.3836466149681538,-0.3901899578491361,-0.7844841018723708,0.5678442892645902,-0.7887000642922428,-0.09810582209252863,-0.0820919736575816,-0.4203345648824078,-0.1604810973768361,0.06514036227225918,-0.3127789063293169,-0.9170149829320061,-0.8480702599678911,-1.3551214731280719,-1.0416712252074076,0.7008983723573274,0.3279328848398104,-1.4879821050192825,-0.782301045430643,-1.1432972509705182,-0.969776809435636,-0.08942174092259952
3120,-0.27513090599565165,-0.2795208006365372,-0.6050729187508266,0.6315664733263205,-0.6645774627729338,-0.034385276887403685,-0.020811615757187953,-0.36644669014202513,-0.10675856573075466,0.10911349820209428,-0.4043292497317759,-0.9487742034392295,-0.8817900731558258,-1.3625253899648608,-1.1101622755530782,0.670534499198745,0.28288890727824073,-1.5895428100105988,-0.8041488290599395,-1.1432972509705182,-0.969776809435636,-0.11413139715540518
3121,-0.24498765350328994,-0.248779368077482,-0.5577638166440024,0.6198678247920388,-0.6442448793587326,0.018278781163028206,0.01996087200105864,-0.32129340538007917,-0.09165817845726142,0.13803473684325807,-0.41309012313512583,-0.9487742034392295,-0.8817900731558258,-1.3625253899648608,-1.1118367173587007,0.6351110873548337,0.28288890727824073,-1.5895428100105988,-0.8041488290599395,-1.1432972509705182,-0.969776809435636,-0.11413139715540518
3122,-0.24096855317097507,-0.2446805104029413,-0.5739025884541236,0.5886714287006216,-0.6311486102468163,0.04074388091243196,0.031862653393421335,-0.3288302140323589,-0.07743357677044793,0.15278058099328135,-0.4192417302702889,-0.9145477009572969,-0.8454506652190139,-1.3625253899648608,-1.0782959319330006,0.6084061775962147,0.33986553192285995,-1.5895428100105988,-0.7866706021565023,-1.1432972509705182,-0.969776809435636,-0.08942174092259952
3123,-0.21584917609400697,-0.23955693830976543,-0.5305505932839043,0.5713007081497186,-0.6008269935450226,0.06668379576780668,0.04999719464762989,-0.3066436183909292,-0.027098952525470524,0.17919334631708014,-0.41999611339638276,-0.9104052426826696,-0.8410524804736587,-1.3575716935625264,-1.0482099352740732,0.5822583190973442,0.3970447028179954,-1.5895428100105988,-0.7702847644345301,-1.1239247765164564,-0.960557872246593,-0.015292772224183264
3124,-0.2037918750970623,-0.22726036528614335,-0.5305505932839043,0.5707689513981602,-0.5862709492136251,0.09344904355880936,0.04999719464762989,-0.3066436183909292,-0.0038675874893271886,0.19139043245137646,-0.4106739948932237,-0.9048182922603565,-0.8351206307140652,-1.3361215600719298,-1.0526337832308112,0.5546204089876484,0.39600013340463514,-1.5895428100105988,-0.7648228185272059,-1.1045523020623946,-0.9513389350575497,-0.015292772224183264
3125,-0.2329303525063453,-0.2569770834265634,-0.5492607281683595,0.5789225549220532,-0.6548178227341173,0.04434168138747699,0.0649928214180331,-0.28709828413538413,-0.007739481662017929,0.1846040247078595,-0.38183477768791046,-0.88887395966873,-0.8181920062765208,-1.3075213849444853,-1.022507754421044,0.5405492030727884,0.39600013340463514,-1.499598808651376,-0.7538989267125578,-1.0851798276083329,-0.9329010606794635,-0.015292772224183264
3126,-0.22288260167555807,-0.24672993924021167,-0.5241215221913049,0.6185384329131433,-0.6642646537973305,0.07110692917847966,0.07607634862694555,-0.28078996915095766,0.018879790775229974,0.212555680432289,-0.38183477768791046,-0.7793209187835857,-0.7339957184271859,-1.1765140339865545,-1.009754116505566,0.6645028943280803,0.5502419442733819,-1.499598808651376,-0.710203359453965,-1.0076899297920854,-0.8960253119232912,0.058836196474232993
