,baseline_sentimentr_roll100_stdscale,baseline_syuzhet_roll100_stdscale,baseline_bing_roll100_stdscale,baseline_sentiword_roll100_stdscale,baseline_senticnet_roll100_stdscale,baseline_nrc_roll100_stdscale,baseline_afinn_roll100_stdscale,baseline_vader_roll100_stdscale,baseline_textblob_roll100_stdscale,baseline_pattern_roll100_stdscale,baseline_stanza_roll100_stdscale,sentimentr_jockers_rinker_roll100_stdscale,sentimentr_jockers_roll100_stdscale,sentimentr_huliu_roll100_stdscale,sentimentr_senticnet_roll100_stdscale,sentimentr_sentiword_roll100_stdscale,sentimentr_nrc_roll100_stdscale,sentimentr_lmcd_roll100_stdscale,syuzhetr_syuzhet_roll100_stdscale,syuzhetr_bing_roll100_stdscale,syuzhetr_afinn_roll100_stdscale,syuzhetr_nrc_roll100_stdscale
628,1.0883488817421803,1.2964899752243662,1.0033655780752198,0.4011108962999974,2.0554842654813656,1.726541089467804,1.1144619819985846,1.1192382695446348,1.3887199972112532,1.2672624529500653,1.1329826848811237,0.6172679964297645,0.8447804361124088,0.5423589270757604,1.3460955338275047,-0.49065399326567605,1.2720239868009706,0.22371544190657872,1.1173637411366866,0.9295575156140953,0.920105314318201,1.8873507577018365
629,1.0923679820744954,1.2800945445262035,1.0099014875686474,0.32347441057249265,2.06972750083716,1.703918548919643,1.0792923640355359,1.0669474365724618,1.2945039056757832,1.242610389133294,1.227612237013095,0.6893155069585174,0.9212756572445757,0.6715943511464603,1.3480097625159446,-0.44580202261798074,1.2720239868009706,0.2955297031973173,1.150135416580631,0.9876749389762808,1.003075749019589,1.8873507577018365
630,1.0371053525051654,1.223735251501269,0.9054985481178642,0.27827508669004153,2.0311685811111517,1.6498660934235068,0.9858322711779366,1.0107254238631578,1.1899627630131373,1.1824303861254661,1.2231489760273293,0.7232263021516777,0.9352458629528977,0.6998683298038866,1.2559496469970266,-0.4746717575496679,1.202901885071374,0.32668709605232615,1.144673470673307,1.0070474134303427,1.0215136233976752,1.739092820305004
631,1.006962100012804,1.1929938189422136,0.8568241400760779,0.28802396046860934,1.9890644929949748,1.5681225733092803,0.90918082631007,0.9480169645875892,1.1899627630131373,1.1824303861254661,1.230191175725075,0.7804306433103471,0.9705886694254919,0.7213184632944833,1.2139082910776846,-0.46628109149852787,1.1928627358398958,0.34932237669707683,1.181814702843111,1.0264198878844044,1.0307325605867181,1.7143831640721985
632,0.9908856986835444,1.1765983882440507,0.8568241400760779,0.2773888254374442,1.982870875278033,1.5432691697899044,0.90918082631007,0.9363401322746441,1.1899627630131373,1.1824303861254661,1.218708084724935,0.7804306433103471,0.9705886694254919,0.7213184632944833,1.2114386660238061,-0.46628109149852787,1.1928627358398958,0.34932237669707683,1.181814702843111,1.0264198878844044,1.0399514977757611,1.7143831640721985
633,0.9044750415387741,1.088472948241426,0.7800335794770955,0.26170200126647597,1.978866920390314,1.4450544454472396,0.8641939459988602,0.8827778083562424,1.155115715458922,1.1457837843104752,1.2038447875513323,0.7819432553732001,1.0059204452086088,0.7199618375897958,1.3029928737497827,-0.5454984098815803,1.233151297419404,0.34932237669707683,1.2058472648353369,1.0457923623384662,1.0583893721538473,1.739092820305004
634,0.9185418927018763,1.1028189501023185,0.7440369648299257,0.28607418571289567,1.9677517747905509,1.4935422132946745,0.8470631865921544,0.812778239161965,1.1318843504227787,1.097664928873342,1.2394313315882475,0.7926390368008918,1.0172765095540393,0.7199618375897958,1.2878231349677614,-0.49830214809228596,1.233151297419404,0.4508830816883929,1.211309210742661,1.0457923623384662,1.0768272465319335,1.739092820305004
635,0.9265800933665062,1.1110166654514,0.7732678289968227,0.3219677664430775,1.9635601345174691,1.4673937007480902,0.8205019703443537,0.767207266552949,1.1748208911592228,1.1428063081677062,1.205654342630859,0.8072714731581248,1.032812250437164,0.6985117040991989,1.3027306326075814,-0.5196303935709468,1.2013003962814361,0.4797535063040415,1.236434161916352,1.0264198878844044,1.0215136233976752,1.7143831640721985
636,0.9667710966896551,1.152005242196807,0.863661994728015,0.3751434415989026,1.9856027403316345,1.5231996581597993,0.936787589629819,0.849921745209508,1.3045293459443568,1.3160812734438683,1.2188778412844674,0.7777306519346849,1.0014477850263706,0.6984960391353512,1.263352023752453,-0.5157961035011196,1.1277206263611532,0.3616981857967187,1.2386189402792815,1.0457923623384662,0.9938568118305457,1.7143831640721985
637,0.9798331727696786,1.1448322412663607,0.8328600787975525,0.25809598148190893,1.9439991465764233,1.5460888866210245,0.9251152451876429,0.8084539414511216,1.3213075540260162,1.329733213124557,1.305635649838957,0.807022253722962,1.0325476459329517,0.733523961264588,1.2252602377433808,-0.5076082367433705,1.1797329313333274,0.47897038614751847,1.265928669815902,1.065164836792528,1.0307325605867181,1.7638024765378093
638,0.9044750415387743,1.0628550877755467,0.8472949813651064,0.20571794145342134,1.9291720011328362,1.358901404652831,0.9046785114083051,0.7250269364672081,1.2748448239537296,1.2722928429519051,1.2738370785422757,0.8221483743514928,1.0486075477097037,0.7606564753583388,1.2281458940847616,-0.5109455171663504,1.1797329313333274,0.47897038614751847,1.2768525616305502,1.0845373112465897,1.0307325605867181,1.7638024765378093
639,0.8914129654587508,1.070028088705993,0.8089955357559476,0.22816989318588068,1.912134338928321,1.3539091817405766,0.8695370835769392,0.6599044871343074,1.268649793277424,1.2659157389864255,1.2329846792892838,0.8645905082559199,1.0936697628301628,0.8114102539742841,1.2505822618331814,-0.4003418661713364,1.255096265821826,0.6488921780382604,1.3096242370744948,1.1232822601547132,1.0768272465319335,1.8132217890034203
640,0.9326087438649785,1.112041379870035,0.8241491369641111,0.2707104333105407,1.9001850360602828,1.4223781944403329,0.865652180100288,0.618430540907582,1.2401637147212006,1.3280188077340425,1.1465198081964418,0.8645905082559199,1.0936697628301628,0.8114102539742841,1.2103322534114715,-0.43470300267601886,1.3032503055144722,0.6488921780382604,1.3096242370744948,1.1232822601547132,1.0768272465319335,1.8379314452362256
641,0.8602649378833102,1.0382619417283023,0.7189343162766286,0.3243292390926641,1.861417577017205,1.400846892900501,0.8241787659005064,0.5801936754956496,1.2701708945595525,1.3270207337545759,1.1008380970723834,0.8645905082559199,1.0936697628301628,0.8114102539742841,1.213387891572318,-0.40023573437790233,1.3032503055144722,0.6488921780382604,1.3096242370744948,1.1232822601547132,1.0768272465319335,1.8379314452362256
642,0.8843795398771996,1.0628550877755465,0.7189343162766286,0.35534838293356186,1.8795187897387713,1.4493346607479365,0.8384598858723454,0.5801936754956496,1.2701708945595525,1.3270207337545759,1.1476673157896635,0.9004157040029448,1.1317065561997017,0.8448614625911611,1.148696626872502,-0.24503280346111977,1.3398500358681467,0.7078360885004045,1.3598741394218765,1.181399683516899,1.1505787440442787,1.8873507577018365
643,0.8763413392125697,1.054657372426465,0.7038189675464734,0.28728351873410585,1.805591601837906,1.426533053679287,0.7692947392003215,0.5323868444111404,1.2314519528326469,1.2337043308626916,1.0479954533776537,0.8808262489783086,1.1109077849032227,0.8079175115779035,1.075123308166426,-0.2608449784030064,1.282147567407674,0.6166745481552596,1.332564409885256,1.1232822601547132,1.113702995288106,1.7885121327706148
644,0.886389090043357,1.0649045166128166,0.7208709370649441,0.41579140036068307,1.8559538469100054,1.4007034581911832,0.7945625729365493,0.5838545866258522,1.2304355806123162,1.2324390675977632,1.0050862984814712,0.8398992919415623,1.0674542830984215,0.7507194779374317,1.0246986319491571,-0.3738492335079433,1.2339935277150278,0.42517762647064533,1.3380263557925802,1.1232822601547132,1.113702995288106,1.8132217890034203
645,0.9396421694465295,1.0987200924277776,0.7556916971250435,0.35543700905882153,1.8593738917099323,1.4474442660863969,0.8774723455860971,0.6207216815981279,1.2686947349062152,1.291330069944194,1.03807967561789,0.8040245507853512,1.0293648857318258,0.7078192109562381,0.9255573965574659,-0.2870756265900182,1.1702917254390919,0.42517762647064533,1.321640518070608,1.1039097857006515,1.0860461837209767,1.7885121327706148
646,0.9245705432003486,1.08334937614825,0.7556916971250435,0.3329850573263622,1.775979018814147,1.5150410494918216,0.8719235617958109,0.6699474228690075,1.2352996476667586,1.2485580949689905,0.9618257112540828,0.7582432725068851,0.9807573907618652,0.6774841404520209,0.9219270657224318,-0.2225663774898551,1.0615459456015859,0.42517762647064533,1.294330788533987,1.0845373112465897,1.0491704349648043,1.739092820305004
647,0.8783508893787273,1.036212512891032,0.72589229225534,0.24205465280990118,1.7230100322786892,1.4863695846744651,0.8435982317813208,0.62070325419311,1.165605552558328,1.1921311040670108,0.8594620633992325,0.7422850874818736,0.9638140587383512,0.6774841404520209,0.953659086732502,-0.23422922380862998,1.0349804594406153,0.36528039605271906,1.2768525616305502,1.0845373112465897,1.0491704349648043,1.7143831640721985
648,0.8743317890464123,1.0321136552164913,0.7215789081576365,0.24249778343619974,1.6817609553624935,1.5527138249503578,0.8447637202485289,0.6747508331103137,1.1697391946789173,1.1508884297238509,0.7499777252646873,0.6358982747183953,0.8508596664468788,0.5850469094474833,0.8924496676693633,-0.31928921105928687,0.9369051136951421,0.2547151019180888,1.2134939891055907,1.0457923623384662,0.9938568118305457,1.6155445391409764
649,0.8743317890464123,1.0321136552164913,0.7215789081576365,0.2775051029137843,1.7079743475180338,1.5527138249503578,0.8447637202485289,0.6747508331103137,1.1987784009740967,1.1654401690139342,0.7488305912030958,0.6002965929586699,0.8130601852586927,0.5818603574106168,0.933818697949158,-0.3024356362572537,0.9369051136951421,0.2547151019180888,1.2014777081094774,1.0264198878844044,0.9938568118305457,1.6402541953737824
650,0.8632792631325465,1.0208417966115044,0.7356124762952708,0.35283730938453645,1.6244126431685932,1.5527138249503578,0.8764098428275267,0.676446154371951,1.1962893261487955,1.1569159434329614,0.6209500474118519,0.5990763447296839,0.811764607418079,0.6068611658181255,0.8690538468476978,-0.3049124558750818,0.9111932699057503,0.015985624599806018,1.2178635458314497,1.065164836792528,0.9477621258853303,1.6155445391409764
651,0.8632792631325465,1.0208417966115044,0.7356124762952708,0.39138967387250967,1.6719596074602634,1.6024206319891094,0.8764098428275267,0.676446154371951,1.174509921427411,1.1488920528177047,0.6504446248752992,0.6283679465179609,0.84286446832466,0.6418890879473622,0.8681465881364718,-0.3035089205707215,0.9207377109407537,0.1332578249506058,1.234249383553422,1.0845373112465897,0.9662000002634165,1.6155445391409764
652,0.8632792631325465,1.0208417966115044,0.7356124762952708,0.39138967387250967,1.6863488203380061,1.6024206319891094,0.8764098428275267,0.676446154371951,1.174509921427411,1.1488920528177047,0.6604803944159761,0.5941414440360283,0.8065250603878483,0.6282863999937663,0.8002059746357806,-0.4151151433387275,0.8839594626563818,0.05033386871248508,1.1949233730206887,1.0457923623384662,0.9293242515072441,1.5908348829081709
653,0.879355664461806,1.037237227309667,0.7356124762952708,0.3767663632046578,1.677173090386982,1.6318352767828768,0.8764098428275267,0.676446154371951,1.174509921427411,1.1488920528177047,0.6715593306868067,0.5627375470550713,0.7731825059214946,0.6508187270391772,0.7734864517832576,-0.4462509803329729,0.7641969975805722,0.012615180237499935,1.1348419680401238,1.0845373112465897,0.9293242515072441,1.3931576330457276
654,0.8743317890464123,1.0321136552164913,0.7356124762952708,0.4104442908033469,1.6479567320656523,1.6575246416349767,0.8673425722004224,0.659664930869076,1.174509921427411,1.1488920528177047,0.67039422448544,0.5774955928393393,0.8077130026700902,0.6349019043040285,0.8087096497640074,-0.4158587953441092,0.8127200745541635,0.012668522520678977,1.1643364759396737,1.0845373112465897,0.9385431886962872,1.4178672892785331
655,0.8693079136310188,1.0269900831233154,0.7356124762952708,0.4295875338594439,1.7008005950108698,1.6323044108702183,0.8589793396698562,0.659664930869076,1.1669908412259808,1.1370948901136244,0.6452949378577136,0.5858363008293801,0.8165686077758679,0.6448760104558745,0.8012921045924468,-0.45723164949607414,0.8571511770760366,0.012668522520678977,1.1916462054762942,1.1039097857006515,0.9108863771291579,1.5167059142097548
656,0.8743317890464123,1.0321136552164913,0.7245793861901523,0.5173273978665552,1.779461625409195,1.6046188276434867,0.8601459133757771,0.683178299671787,1.19603004752116,1.1751590355819777,0.6093940527179053,0.5248086038703589,0.7517734866147537,0.5747404403412433,0.8221021072577345,-0.4197732034865309,0.8379439243170406,-0.03520766124838168,1.1337495788586582,1.0070474134303427,0.8740106283729852,1.5167059142097548
657,0.8984463910403018,1.0567068012637355,0.713892853799405,0.5191885464970091,1.7768965918092492,1.6548602040127514,0.8750404883250559,0.6941057508473416,1.1786065237440528,1.1626909557250102,0.5857873505710889,0.5119750705336628,0.7270653109871211,0.5724094002804837,0.8557002412720259,-0.41159776104125345,0.8101560770125574,-0.003865361033401086,1.1271952437698696,1.0264198878844044,0.8647916911839421,1.4919962579769492
658,0.8883986402095146,1.0464596570773836,0.6830909378689427,0.5274814196463105,1.809741534247575,1.6313599188687438,0.8601459133757771,0.7188169009762095,1.1931261268916424,1.1799404099736739,0.648778236081925,0.4233803614764211,0.6330013827439782,0.4490876055540681,0.7782683170135942,-0.5536216506273577,0.7171258617718607,-0.2488421620212972,1.0474508335229378,0.9101850411600335,0.6804129474030802,1.3931576330457276
659,0.9014607162895382,1.059780944519641,0.6830909378689427,0.5363440321722813,1.822796095496077,1.6786503829351749,0.8796981663599236,0.7539456774084732,1.13446693017538,1.1418157564082678,0.7028022446475386,0.40274665491961237,0.6110938951117799,0.41894221429028144,0.8058669907660757,-0.5175094695489623,0.6365487513532042,-0.2488421620212972,1.0365269417082896,0.8908125667059718,0.6527561358359507,1.3437383205801168
660,1.0009334495143318,1.1202390952191166,0.7871878868341484,0.5997117117329727,1.8787054864022037,1.7729343566697524,0.8990351788023442,0.8068016174678586,1.1439046722213133,1.1795060626969693,0.6869988977091791,0.4118326333923702,0.6207407784999067,0.43187713384815485,0.8277520254472275,-0.46325182494485007,0.6173419317664635,-0.24018103750917286,1.0944235683259251,0.948929990068157,0.7357265705373387,1.3684479768129223
661,1.0009334495143318,1.1202390952191166,0.7871878868341484,0.6076880630063467,1.9080678222454805,1.7729343566697524,0.9061757387882636,0.8068016174678586,1.1322889897032413,1.1756332557518536,0.6487925501461265,0.37716244646171404,0.6090680084332526,0.40860888704289516,0.867929513788287,-0.4706536166982318,0.6686600017570741,-0.17928265883744451,1.064929060426375,0.9295575156140953,0.7265076333482957,1.4425769455113384
662,1.035095802339008,1.1550793854527122,0.8049451305992974,0.6177914412859534,1.9068165863430686,1.7989162949082103,0.8991545529643352,0.8391539982107739,1.154068394424626,1.1827702830271698,0.6212675698731158,0.35198619408032705,0.5823375498919421,0.33251353461875605,0.8249542985501639,-0.47676981293431514,0.6740673037625456,-0.29389790387471326,1.052912779430262,0.8520676177978481,0.6804129474030802,1.4919962579769492
663,1.0330862521728508,1.153029956615442,0.7776613089150782,0.5858860361924583,1.9407250792984445,1.7989162949082103,0.8896003935066331,0.8209722919265459,1.154068394424626,1.1827702830271698,0.6234773384177544,0.33345403942704677,0.5528015208023139,0.33352490841283766,0.8473717310010092,-0.46210072708469985,0.6726244579409957,-0.17704745431762198,1.0441736659785437,0.8520676177978481,0.6988508217811664,1.54141557044256
664,1.0330862521728508,1.153029956615442,0.8007252515918344,0.5991799549814145,1.8807491717094773,1.7989162949082103,0.8699003775621684,0.8391539982107739,1.2469938545691996,1.225932953325546,0.6299650914511221,0.38693294656550464,0.6095818425294661,0.4102672397633202,0.9063823038975803,-0.3918634106509695,0.729601082585615,0.07988306026775294,1.0714833955151641,0.8908125667059718,0.7541644449154249,1.5661252266753656
665,1.0451435531697955,1.181721960337227,0.8007252515918344,0.5956349099710261,1.9820784258731732,1.8467020401816452,0.8766656051582334,0.8632263316323581,1.2787986995591583,1.2540217135941876,0.6824431935989048,0.39463776089698505,0.6298166439256243,0.42057339398160054,0.9355256768994058,-0.3962136322004188,0.7447211130473431,0.160951680702575,1.0452660551600084,0.8714400922519098,0.7726023192935111,1.54141557044256
666,1.050167428585189,1.1868455324304028,0.8007252515918344,0.6030795044928414,1.9792631450927456,1.8467020401816452,0.8544105055284722,0.8393505571976303,1.2787986995591583,1.2540217135941876,0.6662537129107565,0.37523892033035894,0.6092202542938199,0.4066547112414746,0.9960071575819469,-0.3711258789230289,0.703385930856441,0.11435244067637716,1.017956325623388,0.8520676177978481,0.7449455077263818,1.4919962579769492
667,1.1024157329052824,1.240130682199432,0.8608764294729638,0.6427080433589681,1.9533000001176888,1.946710817227168,0.888079478140805,0.9136252843560371,1.3470408343528295,1.2801965691661739,0.6818493325937663,0.3200061401464633,0.5505777876366917,0.3571177472181304,0.9652251260463036,-0.41986996216790606,0.6298294215473365,0.11435244067637716,0.9961085419940914,0.8326951433437862,0.7265076333482957,1.467286601744144
668,1.1024157329052824,1.240130682199432,0.8608764294729638,0.6710684034420749,1.9549057528591178,1.946710817227168,0.888079478140805,0.9136252843560371,1.3470408343528295,1.2801965691661739,0.6608274964250374,0.2887617661811807,0.5174046040239617,0.3571177472181304,1.0078464067898634,-0.4371036047596882,0.6298294215473365,0.11435244067637716,1.0135867688975286,0.8326951433437862,0.7357265705373387,1.467286601744144
669,1.1024157329052824,1.240130682199432,0.8608764294729638,0.6497981333797446,1.9549057528591178,1.946710817227168,0.888079478140805,0.9136252843560371,1.3470408343528295,1.2801965691661739,0.6624747755503246,0.31479663983410167,0.5450466891232579,0.3571177472181304,1.0101410633331374,-0.44377816391710295,0.6630973692769326,0.11435244067637716,1.0441736659785432,0.8326951433437862,0.7357265705373387,1.5167059142097548
670,1.1184921342345422,1.2565261128975946,0.8815365854185802,0.7127836570883163,1.9637478199028324,1.946710817227168,0.888079478140805,0.9304065078589128,1.288962421762471,1.2457858521139242,0.6798204614983117,0.29703955178855307,0.5450466891232579,0.341191838206435,1.0584435177750056,-0.37622154740095815,0.6630973692769326,0.11435244067637716,1.0703910063336992,0.8326951433437862,0.7541644449154249,1.5661252266753656
671,1.1144730339022273,1.2319329668503507,0.9103269192888477,0.637008319991266,1.932446068410815,1.9199455694361651,0.8611613085510125,0.88915983296074,1.288962421762471,1.2457858521139242,0.6719321615260453,0.29703955178855307,0.5450466891232579,0.341191838206435,1.146620061475997,-0.37622154740095815,0.6630973692769326,0.11435244067637716,1.0703910063336992,0.8326951433437862,0.7541644449154249,1.5661252266753656
672,1.0692581551636848,1.2063151063844713,0.8452822240513423,0.5798444691987539,1.9070251256601363,1.9165611659861959,0.813579344688153,0.8328272558213293,1.207652644135969,1.1934892050777681,0.7003766824478106,0.32346076196397494,0.5730989604663705,0.38533585256784036,1.2386014845562048,-0.26375831892812396,0.6290473290400739,0.16361662176196065,1.0867768440556715,0.8520676177978481,0.8094780680496835,1.54141557044256
673,1.0913632069914168,1.2288588235944449,0.8452822240513423,0.5822373745807661,1.9334679110644517,1.9675196155161436,0.8356092080367219,0.8806340869058386,1.2541153742082556,1.2094319649914678,0.7303566588044841,0.32815437393191255,0.565385857499635,0.388017119254165,1.2458083380284437,-0.298843256905786,0.6378063268530152,0.24440766571404154,1.0703910063336992,0.8326951433437862,0.8463538168058559,1.5661252266753656
674,1.0762915807452358,1.2134881073149173,0.8209450200304491,0.5835667664596615,1.9933812568582987,1.9409835878677084,0.8144142450094946,0.850296435778203,1.192487725292931,1.1794725043035448,0.7401479663703306,0.33719395918940714,0.5749834836790876,0.388017119254165,1.2711687045604332,-0.262174457172814,0.6859603665456613,0.24440766571404154,1.0758529522410232,0.8326951433437862,0.8463538168058559,1.5908348829081709
675,1.0813154561606293,1.2186116794080932,0.8209450200304491,0.5649552801551229,2.002223323902013,2.0163870327125886,0.7768902908473692,0.8227106104665582,1.1692563602567876,1.1717948627141324,0.7769037495028549,0.3573230564204115,0.5963552109265136,0.4263882849294062,1.2953085303492051,-0.24093614358899348,0.6792351889143445,0.10077914313256436,1.0867768440556715,0.8520676177978481,0.8463538168058559,1.5908348829081709
676,1.0592104043328976,1.1960679621981196,0.7783455841134255,0.5575106856333075,2.0090634135018677,2.0163870327125886,0.7629675116853656,0.8005240148251288,1.1605445983682336,1.1658757443059817,0.8082313810505498,0.3586285621675801,0.5977413094896156,0.4490944867568919,1.329675606887532,-0.21637463153907258,0.6792351889143445,0.04833341791757386,1.0507280010673323,0.8133226688897244,0.8186970052387266,1.5908348829081709
677,1.0481578784190317,1.1847961035931327,0.747278838231385,0.5362404155709776,1.9378680906546017,1.951945391824801,0.7450973355640685,0.7634173635876216,1.1352390043110059,1.1144049667683606,0.72787329425385,0.3586285621675801,0.5977413094896156,0.4490944867568919,1.2790843046860012,-0.2386231676922711,0.6792351889143445,0.04833341791757386,1.0507280010673323,0.8133226688897244,0.8186970052387266,1.5908348829081709
678,1.06523905483137,1.2022162487099306,0.747278838231385,0.5194014517716329,1.9448124499129908,1.9531028085133415,0.7133660231146636,0.7254753366559742,1.094584115497755,1.100332306469356,0.6960337706064209,0.3956074991567865,0.6221873081772943,0.4766281355070237,1.2516074804587674,-0.24656342455532843,0.723836133181446,0.04833341791757386,1.0998855142332493,0.8714400922519098,0.8463538168058559,1.6649638516065877
679,1.0401196777544017,1.1765983882440512,0.7242148955546288,0.49281361419372044,1.898412451865198,1.9531028085133415,0.6422737289500813,0.663774242188045,1.094584115497755,1.100332306469356,0.7038948709986287,0.3956074991567865,0.6221873081772943,0.4766281355070237,1.3063742701033068,-0.22578293118261836,0.7769671055033879,0.039216539995305486,1.0998855142332493,0.8714400922519098,0.855572753994899,1.7143831640721985
680,1.0220337262589845,1.158153528708618,0.6905326774200495,0.4768609116469729,1.888715373621503,1.9531028085133415,0.5791989391227639,0.6406847037007434,1.013274337871253,1.0328494163066408,0.702878382403255,0.41890484306155934,0.6469228675423403,0.4913428069608255,1.306293133328781,-0.2261449099298768,0.7944467399039397,0.039216539995305486,1.1239180762254752,0.8908125667059718,0.8463538168058559,1.7143831640721985
681,1.072272480412921,1.2093892496403766,0.7691196763289234,0.5087663167404678,1.9359703828692771,2.002978399298117,0.6270729830692974,0.721851280335807,1.0887762742387188,1.089279183554517,0.7281586332245055,0.4152890087672296,0.6430838168674158,0.4589132510419989,1.2709802013604947,-0.260455197597135,0.7944467399039397,0.039216539995305486,1.1217332978625456,0.8714400922519098,0.8463538168058559,1.7143831640721985
682,1.083325006326787,1.2206611082453638,0.7691196763289234,0.47154334413139043,1.9331551020888487,1.9999894500741613,0.6616628320021699,0.7271153757025582,1.1120076392748621,1.0976169796630446,0.7552650065844316,0.38317790105561295,0.6365273903741293,0.43565197124009697,1.168065604577417,-0.24170121799311065,0.8273422104552682,-0.03495291308301984,1.1162713519552214,0.8714400922519098,0.8371348796168128,1.739092820305004
683,1.0742820305790783,1.2114386784776472,0.7634762893374416,0.44166367904383175,1.8023800963550474,1.8851437379370934,0.6698511641211187,0.7141486250383668,1.1258358327487576,1.1221955971839777,0.8484252410937598,0.37769108134083573,0.6307018526933136,0.43565197124009697,1.2540045556980444,-0.19989712132483037,0.798113823334477,-0.03495291308301984,1.1108094060478975,0.8714400922519098,0.8279159424277697,1.7143831640721985
684,1.1064348332375975,1.2442295398739724,0.782029357876975,0.4842042191684917,1.8633778465976514,1.9642870952713536,0.6947411634396566,0.7388352052938782,1.1722985628210443,1.138305747359136,0.8800508741718287,0.3483994795525587,0.5996019917867327,0.4006240491108603,1.253251110816749,-0.1840996198370587,0.7461015183623032,-0.03495291308301984,1.0944235683259251,0.8520676177978481,0.8094780680496835,1.6896735078393932
685,1.1014109578222038,1.239105967780797,0.8203288034861338,0.5398909678733418,1.8961602272408566,1.9228787874377287,0.737225879053879,0.7779995834250395,1.1541490588865573,1.127347399117046,0.9419903900029554,0.36750653219449586,0.6198885805432678,0.33598666987711556,1.1875054084505674,-0.28136304101695103,0.7526806124725686,-0.020119022467354707,1.1151789627737565,0.8520676177978481,0.8371348796168128,1.7143831640721985
686,1.0813154561606293,1.2186116794080932,0.7627481357455989,0.5416634903785358,1.9040638673577615,1.8675076209842656,0.737225879053879,0.7779995834250395,1.1707428910552304,1.0786083471173629,0.9680629834972028,0.36750653219449586,0.6198885805432678,0.33598666987711556,1.2177840031871099,-0.2357057003637181,0.7344801029967412,-0.06115573089390353,1.1151789627737565,0.8520676177978481,0.8371348796168128,1.6896735078393932
687,1.0662438299144485,1.2237352515012692,0.7785777949243858,0.4561392795029175,1.8522209931344749,1.8443173620717423,0.6916516242072264,0.7094496367588284,1.137831790587361,1.0470927013568767,0.897177066676812,0.3767762094318286,0.6297305029759741,0.33598666987711556,1.2273520368681787,-0.2399009236338776,0.7724645194264873,-0.06115573089390353,1.1293800221327996,0.8520676177978481,0.8647916911839421,1.739092820305004
688,1.0079668750958823,1.1643018152204287,0.7615258254059151,0.438414054450976,1.7960613550478652,1.7967058810386507,0.6449160559164597,0.6547755260710197,1.0681376954789306,1.025402473958108,0.8381098342047507,0.402549388806262,0.6388519131637694,0.3945455428864979,1.187528115961187,-0.09739907456310366,0.7724645194264873,-0.06115573089390353,1.144673470673307,0.8908125667059718,0.8647916911839421,1.739092820305004
689,1.0431340030036378,1.20016681987266,0.754293774341396,0.3728307217587918,1.8355795556323895,1.8196178961412337,0.6375181562107539,0.5720794748194783,1.060877893905136,1.0073035156648762,0.7618243988203155,0.38341619352294937,0.6185375679015854,0.3945455428864979,1.182367396109604,-0.16423729970373555,0.7299966554893168,-0.06115573089390353,1.1315648004957293,0.8908125667059718,0.8647916911839421,1.7143831640721985
690,0.9939000239327805,1.1499558133595367,0.7374935023298685,0.36352497860652255,1.7577526825023386,1.7954129379115054,0.6193069548679636,0.5317541701721957,1.0744295235095527,0.9941223544327787,0.7367902041965205,0.37004437643675026,0.6043402681275774,0.35951762075726124,1.1500942981946678,-0.20825832395815091,0.7133197529799649,-0.17842793124470296,1.1282876329513347,0.8714400922519098,0.8371348796168128,1.7143831640721985
691,0.9999286744312529,1.1561040998713477,0.741560196082604,0.47620676643672305,1.7908270181894392,1.7262418593201598,0.7190328563258086,0.596716915328275,1.1434598653312358,1.0662060209557567,0.6877139824274516,0.3421847603830621,0.6043402681275774,0.33453099517801654,1.2061756914230726,-0.2600410954988544,0.6730311914004563,-0.17842793124470296,1.1282876329513347,0.8714400922519098,0.8279159424277697,1.739092820305004
692,0.991890473766623,1.1479063845222661,0.7088340923507057,0.4917163383571722,1.7187766841421925,1.7240186530596278,0.7090613394832699,0.5878471910463748,1.1536235875345484,1.0782184414433291,0.7335944547648436,0.3194955842235647,0.5802504205410353,0.332166958805911,1.1675133683157615,-0.2664248821799795,0.632742629820948,-0.26926659467108477,1.1119017952293624,0.8714400922519098,0.7910401936715973,1.7143831640721985
693,0.9969143491820165,1.153029956615442,0.7088340923507057,0.5081121715302181,1.739422076531997,1.7720859822478945,0.7159735751832333,0.5863484287715935,1.223317682642979,1.1456440982263303,0.7629097022326413,0.3187600525372469,0.5794694822604247,0.332166958805911,1.25938580108672,-0.2959927699271875,0.6777866073825176,-0.26926659467108477,1.1479506382177016,0.8714400922519098,0.7910401936715973,1.7885121327706148
694,0.976818847520442,1.1325356682427385,0.7088340923507057,0.5081121715302181,1.7440933572343364,1.7720859822478945,0.6973822512028296,0.5512196523393302,1.223317682642979,1.1456440982263303,0.7684096826258381,0.32708598683054974,0.5883094016445083,0.3050344447121602,1.2394062625402553,-0.3351607138661975,0.7277584162241888,-0.3256023260659672,1.1424886923103774,0.8520676177978481,0.7449455077263818,1.7885121327706148
695,0.9527042455265526,1.0874482338227907,0.6760526435294706,0.4287917894227792,1.6997996062889373,1.7496218843190472,0.6879882595766883,0.5439653972306568,1.1555595346208942,1.088060112414856,0.6596586333992102,0.34422685205560866,0.6065084242917137,0.2974933843018856,1.1814645287953163,-0.3000508107540028,0.7236040140062404,-0.36123216748564063,1.1654288651211389,0.8520676177978481,0.7357265705373387,1.7638024765378093
